,Date,AveragePrice,Total Volume,year,region,type
7648,2017-08-27,1.38,215394.7,2017,RichmondNorfolk,conventional
7649,2017-08-20,1.33,224102.83,2017,RichmondNorfolk,conventional
7650,2017-08-13,1.35,214146.34,2017,RichmondNorfolk,conventional
7651,2017-08-06,1.26,234101.85,2017,RichmondNorfolk,conventional
7652,2017-07-30,1.26,229911.14,2017,RichmondNorfolk,conventional
7653,2017-07-23,1.13,266821.34,2017,RichmondNorfolk,conventional
7654,2017-07-16,1.17,267806.51,2017,RichmondNorfolk,conventional
7655,2017-07-09,1.19,257780.31,2017,RichmondNorfolk,conventional
7656,2017-07-02,1.21,257162.16,2017,RichmondNorfolk,conventional
7657,2017-06-25,1.21,251831.45,2017,RichmondNorfolk,conventional
7658,2017-06-18,1.28,245564.59,2017,RichmondNorfolk,conventional
7659,2017-06-11,1.31,248634.5,2017,RichmondNorfolk,conventional
7660,2017-06-04,1.38,261051.5,2017,RichmondNorfolk,conventional
7661,2017-05-28,1.25,288112.58,2017,RichmondNorfolk,conventional
7662,2017-05-21,1.17,271051.35,2017,RichmondNorfolk,conventional
7663,2017-05-14,1.13,257009.92,2017,RichmondNorfolk,conventional
7664,2017-05-07,1.12,365531.86,2017,RichmondNorfolk,conventional
7665,2017-04-30,1.18,285128.95,2017,RichmondNorfolk,conventional
7666,2017-04-23,1.25,262771.53,2017,RichmondNorfolk,conventional
7667,2017-04-16,1.28,251124.14,2017,RichmondNorfolk,conventional
7668,2017-04-09,1.22,260512.01,2017,RichmondNorfolk,conventional
7669,2017-04-02,1.19,288015.28,2017,RichmondNorfolk,conventional
7670,2017-03-26,1.26,258325.55,2017,RichmondNorfolk,conventional
7671,2017-03-19,1.29,250471.76,2017,RichmondNorfolk,conventional
7672,2017-03-12,1.35,254377.74,2017,RichmondNorfolk,conventional
7673,2017-03-05,1.31,230403.88,2017,RichmondNorfolk,conventional
7674,2017-02-26,1.13,281322.06,2017,RichmondNorfolk,conventional
7675,2017-02-19,1.18,241012.17,2017,RichmondNorfolk,conventional
7676,2017-02-12,1.13,255531.24,2017,RichmondNorfolk,conventional
7677,2017-02-05,1.0,379603.83,2017,RichmondNorfolk,conventional
7678,2017-01-29,1.18,259671.38,2017,RichmondNorfolk,conventional
7679,2017-01-22,1.13,286641.35,2017,RichmondNorfolk,conventional
7680,2017-01-15,1.15,261313.02,2017,RichmondNorfolk,conventional
7681,2017-01-08,1.18,275129.35,2017,RichmondNorfolk,conventional
7682,2017-01-01,1.11,240752.75,2017,RichmondNorfolk,conventional
7683,2017-12-31,0.81,194627.58,2017,Roanoke,conventional
7684,2017-12-24,1.09,137679.86,2017,Roanoke,conventional
7685,2017-12-17,1.08,124002.08,2017,Roanoke,conventional
7686,2017-12-10,1.05,137960.99,2017,Roanoke,conventional
7687,2017-12-03,0.99,166540.0,2017,Roanoke,conventional
7688,2017-11-26,1.16,92146.0,2017,Roanoke,conventional
7689,2017-11-19,1.09,112603.0,2017,Roanoke,conventional
7690,2017-11-12,1.19,126496.0,2017,Roanoke,conventional
7691,2017-11-05,1.08,176421.06,2017,Roanoke,conventional
7692,2017-10-29,1.3,143342.57,2017,Roanoke,conventional
7693,2017-10-22,1.42,115432.53,2017,Roanoke,conventional
7694,2017-10-15,1.49,114826.68,2017,Roanoke,conventional
7695,2017-10-08,1.66,87278.58,2017,Roanoke,conventional
7696,2017-10-01,1.59,112518.2,2017,Roanoke,conventional
7697,2017-09-24,1.51,118080.88,2017,Roanoke,conventional
7698,2017-09-17,1.5,113231.66,2017,Roanoke,conventional
7699,2017-09-10,1.53,110081.14,2017,Roanoke,conventional
7700,2017-09-03,1.45,115506.15,2017,Roanoke,conventional
7701,2017-08-27,1.43,126646.81,2017,Roanoke,conventional
7702,2017-08-20,1.41,123267.26,2017,Roanoke,conventional
7703,2017-08-13,1.38,109713.0,2017,Roanoke,conventional
7704,2017-08-06,1.29,124119.9,2017,Roanoke,conventional
7705,2017-07-30,1.29,123476.6,2017,Roanoke,conventional
7706,2017-07-23,1.17,141148.36,2017,Roanoke,conventional
7707,2017-07-16,1.16,159919.52,2017,Roanoke,conventional
7708,2017-07-09,1.11,157797.53,2017,Roanoke,conventional
7709,2017-07-02,1.13,156098.42,2017,Roanoke,conventional
7710,2017-06-25,1.15,146132.45,2017,Roanoke,conventional
7711,2017-06-18,1.16,152802.24,2017,Roanoke,conventional
7712,2017-06-11,1.16,155040.89,2017,Roanoke,conventional
7713,2017-06-04,1.23,151097.89,2017,Roanoke,conventional
7714,2017-05-28,1.15,165711.15,2017,Roanoke,conventional
7715,2017-05-21,1.01,172518.2,2017,Roanoke,conventional
7716,2017-05-14,0.99,164928.9,2017,Roanoke,conventional
7717,2017-05-07,1.02,221289.76,2017,Roanoke,conventional
7718,2017-04-30,1.22,162420.79,2017,Roanoke,conventional
7719,2017-04-23,1.24,146324.59,2017,Roanoke,conventional
7720,2017-04-16,1.2,158523.99,2017,Roanoke,conventional
7721,2017-04-09,1.26,145899.12,2017,Roanoke,conventional
7722,2017-04-02,1.15,169374.96,2017,Roanoke,conventional
7723,2017-03-26,1.21,146817.49,2017,Roanoke,conventional
7724,2017-03-19,1.23,141618.19,2017,Roanoke,conventional
7725,2017-03-12,1.26,143644.79,2017,Roanoke,conventional
7726,2017-03-05,1.15,149237.92,2017,Roanoke,conventional
7727,2017-02-26,1.13,153568.21,2017,Roanoke,conventional
7728,2017-02-19,1.12,141558.76,2017,Roanoke,conventional
7729,2017-02-12,1.03,159133.19,2017,Roanoke,conventional
7730,2017-02-05,0.97,212143.72,2017,Roanoke,conventional
7731,2017-01-29,1.13,143828.34,2017,Roanoke,conventional
7732,2017-01-22,1.04,163498.85,2017,Roanoke,conventional
7733,2017-01-15,1.06,158063.43,2017,Roanoke,conventional
7734,2017-01-08,1.13,146072.21,2017,Roanoke,conventional
7735,2017-01-01,0.97,142347.9,2017,Roanoke,conventional
7736,2017-12-31,1.03,578374.5,2017,Sacramento,conventional
7737,2017-12-24,1.14,469533.33,2017,Sacramento,conventional
7738,2017-12-17,1.2,404548.13,2017,Sacramento,conventional
7739,2017-12-10,1.07,474539.47,2017,Sacramento,conventional
7740,2017-12-03,1.17,427791.0,2017,Sacramento,conventional
7741,2017-11-26,1.45,304942.0,2017,Sacramento,conventional
7742,2017-11-19,1.45,331472.0,2017,Sacramento,conventional
7743,2017-11-12,1.23,442150.0,2017,Sacramento,conventional
7744,2017-11-05,1.36,407622.18,2017,Sacramento,conventional
7745,2017-10-29,1.45,374807.93,2017,Sacramento,conventional
7746,2017-10-22,1.58,337225.47,2017,Sacramento,conventional
7747,2017-10-15,1.68,342218.56,2017,Sacramento,conventional
7748,2017-10-08,1.66,348907.43,2017,Sacramento,conventional
7749,2017-10-01,1.74,318071.39,2017,Sacramento,conventional
7750,2017-09-24,1.7,314818.19,2017,Sacramento,conventional
7751,2017-09-17,1.61,354589.37,2017,Sacramento,conventional
7752,2017-09-10,1.63,361079.39,2017,Sacramento,conventional
7753,2017-09-03,1.79,358168.59,2017,Sacramento,conventional
7754,2017-08-27,1.87,341841.01,2017,Sacramento,conventional
7755,2017-08-20,1.82,331372.05,2017,Sacramento,conventional
7756,2017-08-13,1.44,455886.37,2017,Sacramento,conventional
7757,2017-08-06,1.46,471016.34,2017,Sacramento,conventional
7758,2017-07-30,1.41,503413.12,2017,Sacramento,conventional
7759,2017-07-23,1.46,444230.79,2017,Sacramento,conventional
7760,2017-07-16,1.58,461109.34,2017,Sacramento,conventional
7761,2017-07-09,1.44,505422.37,2017,Sacramento,conventional
7762,2017-07-02,1.55,509256.0,2017,Sacramento,conventional
7763,2017-06-25,1.5,492249.41,2017,Sacramento,conventional
7764,2017-06-18,1.59,448930.73,2017,Sacramento,conventional
7765,2017-06-11,1.55,440572.26,2017,Sacramento,conventional
7766,2017-06-04,1.61,428553.32,2017,Sacramento,conventional
7767,2017-05-28,1.55,481635.83,2017,Sacramento,conventional
7768,2017-05-21,1.64,403959.96,2017,Sacramento,conventional
7769,2017-05-14,1.56,410450.05,2017,Sacramento,conventional
7770,2017-05-07,1.4,560446.85,2017,Sacramento,conventional
7771,2017-04-30,1.62,391714.3,2017,Sacramento,conventional
7772,2017-04-23,1.6,370499.27,2017,Sacramento,conventional
7773,2017-04-16,1.58,370816.51,2017,Sacramento,conventional
7774,2017-04-09,1.36,431593.41,2017,Sacramento,conventional
7775,2017-04-02,1.58,385734.97,2017,Sacramento,conventional
7776,2017-03-26,1.57,375225.76,2017,Sacramento,conventional
7777,2017-03-19,1.59,372216.08,2017,Sacramento,conventional
7778,2017-03-12,1.61,354782.58,2017,Sacramento,conventional
7779,2017-03-05,1.32,431348.55,2017,Sacramento,conventional
7780,2017-02-26,1.08,499261.3,2017,Sacramento,conventional
7781,2017-02-19,1.2,431830.4,2017,Sacramento,conventional
7782,2017-02-12,1.08,423595.21,2017,Sacramento,conventional
7783,2017-02-05,0.98,808808.87,2017,Sacramento,conventional
7784,2017-01-29,1.08,513293.45,2017,Sacramento,conventional
7785,2017-01-22,0.98,532733.04,2017,Sacramento,conventional
7786,2017-01-15,1.2,469431.68,2017,Sacramento,conventional
7787,2017-01-08,1.15,506805.15,2017,Sacramento,conventional
7788,2017-01-01,0.98,526765.64,2017,Sacramento,conventional
7789,2017-12-31,0.98,619699.65,2017,SanDiego,conventional
7790,2017-12-24,1.17,397332.09,2017,SanDiego,conventional
7791,2017-12-17,0.73,719091.14,2017,SanDiego,conventional
7792,2017-12-10,1.13,442147.66,2017,SanDiego,conventional
7793,2017-12-03,1.08,479566.0,2017,SanDiego,conventional
7794,2017-11-26,1.24,384465.0,2017,SanDiego,conventional
7795,2017-11-19,1.25,409476.0,2017,SanDiego,conventional
7796,2017-11-12,1.16,433591.0,2017,SanDiego,conventional
7797,2017-11-05,1.04,493425.51,2017,SanDiego,conventional
7798,2017-10-29,1.0,593934.52,2017,SanDiego,conventional
7799,2017-10-22,1.57,343882.42,2017,SanDiego,conventional
7800,2017-10-15,1.67,322915.64,2017,SanDiego,conventional
7801,2017-10-08,1.83,314828.77,2017,SanDiego,conventional
7802,2017-10-01,1.78,321740.77,2017,SanDiego,conventional
7803,2017-09-24,1.74,330959.91,2017,SanDiego,conventional
7804,2017-09-17,1.71,341162.84,2017,SanDiego,conventional
7805,2017-09-10,1.71,351223.38,2017,SanDiego,conventional
7806,2017-09-03,1.52,402400.31,2017,SanDiego,conventional
7807,2017-08-27,1.79,356447.96,2017,SanDiego,conventional
7808,2017-08-20,1.65,379035.92,2017,SanDiego,conventional
7809,2017-08-13,1.24,499110.51,2017,SanDiego,conventional
7810,2017-08-06,1.34,476535.85,2017,SanDiego,conventional
7811,2017-07-30,1.48,444013.66,2017,SanDiego,conventional
7812,2017-07-23,1.46,455369.95,2017,SanDiego,conventional
7813,2017-07-16,1.48,449543.62,2017,SanDiego,conventional
7814,2017-07-09,1.21,575413.33,2017,SanDiego,conventional
7815,2017-07-02,1.23,584480.72,2017,SanDiego,conventional
7816,2017-06-25,1.05,586241.71,2017,SanDiego,conventional
7817,2017-06-18,1.1,591731.93,2017,SanDiego,conventional
7818,2017-06-11,1.17,522813.2,2017,SanDiego,conventional
7819,2017-06-04,1.13,559985.06,2017,SanDiego,conventional
7820,2017-05-28,1.27,532494.25,2017,SanDiego,conventional
7821,2017-05-21,1.27,481522.42,2017,SanDiego,conventional
7822,2017-05-14,1.08,556946.85,2017,SanDiego,conventional
7823,2017-05-07,1.05,613046.52,2017,SanDiego,conventional
7824,2017-04-30,1.18,498381.64,2017,SanDiego,conventional
7825,2017-04-23,1.18,500367.63,2017,SanDiego,conventional
7826,2017-04-16,1.29,465624.88,2017,SanDiego,conventional
7827,2017-04-09,1.22,461063.08,2017,SanDiego,conventional
7828,2017-04-02,1.22,455329.05,2017,SanDiego,conventional
7829,2017-03-26,1.28,430467.52,2017,SanDiego,conventional
7830,2017-03-19,1.25,460355.92,2017,SanDiego,conventional
7831,2017-03-12,1.24,445311.34,2017,SanDiego,conventional
7832,2017-03-05,1.04,517701.26,2017,SanDiego,conventional
7833,2017-02-26,0.88,572076.4,2017,SanDiego,conventional
7834,2017-02-19,0.97,497333.98,2017,SanDiego,conventional
7835,2017-02-12,0.7,645130.97,2017,SanDiego,conventional
7836,2017-02-05,0.63,892740.87,2017,SanDiego,conventional
7837,2017-01-29,0.65,776310.02,2017,SanDiego,conventional
7838,2017-01-22,0.74,695873.15,2017,SanDiego,conventional
7839,2017-01-15,0.87,580190.82,2017,SanDiego,conventional
7840,2017-01-08,0.96,582835.25,2017,SanDiego,conventional
7841,2017-01-01,0.93,560310.35,2017,SanDiego,conventional
7842,2017-12-31,0.92,1174818.67,2017,SanFrancisco,conventional
7843,2017-12-24,1.15,860922.52,2017,SanFrancisco,conventional
7844,2017-12-17,1.4,674625.07,2017,SanFrancisco,conventional
7845,2017-12-10,1.05,992871.42,2017,SanFrancisco,conventional
7846,2017-12-03,1.28,798853.0,2017,SanFrancisco,conventional
7847,2017-11-26,1.52,630939.0,2017,SanFrancisco,conventional
7848,2017-11-19,1.48,657693.0,2017,SanFrancisco,conventional
7849,2017-11-12,1.27,875104.0,2017,SanFrancisco,conventional
7850,2017-11-05,1.41,787625.8,2017,SanFrancisco,conventional
7851,2017-10-29,1.56,716567.05,2017,SanFrancisco,conventional
7852,2017-10-22,1.57,768374.15,2017,SanFrancisco,conventional
7853,2017-10-15,1.76,671239.19,2017,SanFrancisco,conventional
7854,2017-10-08,1.65,780710.38,2017,SanFrancisco,conventional
7855,2017-10-01,1.79,660452.07,2017,SanFrancisco,conventional
7856,2017-09-24,1.76,653751.09,2017,SanFrancisco,conventional
7857,2017-09-17,1.81,648318.59,2017,SanFrancisco,conventional
7858,2017-09-10,1.71,688636.33,2017,SanFrancisco,conventional
7859,2017-09-03,1.78,667860.21,2017,SanFrancisco,conventional
7860,2017-08-27,2.09,600153.2,2017,SanFrancisco,conventional
7861,2017-08-20,2.07,561541.93,2017,SanFrancisco,conventional
7862,2017-08-13,1.29,821395.74,2017,SanFrancisco,conventional
7863,2017-08-06,1.62,723557.56,2017,SanFrancisco,conventional
7864,2017-07-30,1.3,897443.52,2017,SanFrancisco,conventional
7865,2017-07-23,1.66,675183.5,2017,SanFrancisco,conventional
7866,2017-07-16,1.74,732328.94,2017,SanFrancisco,conventional
7867,2017-07-09,1.69,715078.15,2017,SanFrancisco,conventional
7868,2017-07-02,1.7,700809.09,2017,SanFrancisco,conventional
7869,2017-06-25,1.53,874937.71,2017,SanFrancisco,conventional
7870,2017-06-18,1.77,660386.27,2017,SanFrancisco,conventional
7871,2017-06-11,1.8,608604.75,2017,SanFrancisco,conventional
7872,2017-06-04,1.83,650426.37,2017,SanFrancisco,conventional
7873,2017-05-28,1.78,664075.57,2017,SanFrancisco,conventional
7874,2017-05-21,1.86,652301.59,2017,SanFrancisco,conventional
7875,2017-05-14,1.77,652375.87,2017,SanFrancisco,conventional
7876,2017-05-07,1.42,956829.89,2017,SanFrancisco,conventional
7877,2017-04-30,1.93,612104.34,2017,SanFrancisco,conventional
7878,2017-04-23,1.83,613563.9,2017,SanFrancisco,conventional
7879,2017-04-16,1.69,670281.46,2017,SanFrancisco,conventional
7880,2017-04-09,1.22,961954.91,2017,SanFrancisco,conventional
7881,2017-04-02,1.79,632537.9,2017,SanFrancisco,conventional
7882,2017-03-26,1.79,617981.91,2017,SanFrancisco,conventional
7883,2017-03-19,1.79,639050.82,2017,SanFrancisco,conventional
7884,2017-03-12,1.8,620908.22,2017,SanFrancisco,conventional
7885,2017-03-05,1.59,672242.8,2017,SanFrancisco,conventional
7886,2017-02-26,1.18,891688.67,2017,SanFrancisco,conventional
7887,2017-02-19,1.17,863688.61,2017,SanFrancisco,conventional
7888,2017-02-12,1.14,765983.21,2017,SanFrancisco,conventional
7889,2017-02-05,0.84,1557975.05,2017,SanFrancisco,conventional
7890,2017-01-29,1.13,909650.62,2017,SanFrancisco,conventional
7891,2017-01-22,0.94,1089513.11,2017,SanFrancisco,conventional
7892,2017-01-15,1.23,848267.19,2017,SanFrancisco,conventional
7893,2017-01-08,1.22,953770.46,2017,SanFrancisco,conventional
7894,2017-01-01,0.95,1047175.33,2017,SanFrancisco,conventional
7895,2017-12-31,1.1,559149.89,2017,Seattle,conventional
7896,2017-12-24,1.46,394845.19,2017,Seattle,conventional
7897,2017-12-17,1.49,361827.41,2017,Seattle,conventional
7898,2017-12-10,1.39,389912.46,2017,Seattle,conventional
7899,2017-12-03,1.26,500180.0,2017,Seattle,conventional
7900,2017-11-26,1.61,322421.0,2017,Seattle,conventional
7901,2017-11-19,1.62,347463.0,2017,Seattle,conventional
7902,2017-11-12,1.34,498620.0,2017,Seattle,conventional
7903,2017-11-05,1.37,503544.6,2017,Seattle,conventional
7904,2017-10-29,1.53,452358.05,2017,Seattle,conventional
7905,2017-10-22,1.48,468703.71,2017,Seattle,conventional
7906,2017-10-15,1.74,411343.55,2017,Seattle,conventional
7907,2017-10-08,2.02,358445.95,2017,Seattle,conventional
7908,2017-10-01,2.01,363941.68,2017,Seattle,conventional
7909,2017-09-24,1.99,367468.92,2017,Seattle,conventional
7910,2017-09-17,1.88,431277.46,2017,Seattle,conventional
7911,2017-09-10,2.07,388099.41,2017,Seattle,conventional
7912,2017-09-03,1.94,409075.07,2017,Seattle,conventional
7913,2017-08-27,1.54,562332.61,2017,Seattle,conventional
7914,2017-08-20,1.67,496897.67,2017,Seattle,conventional
7915,2017-08-13,1.81,438236.06,2017,Seattle,conventional
7916,2017-08-06,1.73,493703.62,2017,Seattle,conventional
7917,2017-07-30,1.72,470813.03,2017,Seattle,conventional
7918,2017-07-23,1.54,509159.42,2017,Seattle,conventional
7919,2017-07-16,1.68,473361.62,2017,Seattle,conventional
7920,2017-07-09,1.0,905064.3,2017,Seattle,conventional
7921,2017-07-02,1.21,682920.51,2017,Seattle,conventional
7922,2017-06-25,1.17,680060.61,2017,Seattle,conventional
7923,2017-06-18,1.16,696101.26,2017,Seattle,conventional
7924,2017-06-11,1.21,664560.99,2017,Seattle,conventional
7925,2017-06-04,1.21,681109.55,2017,Seattle,conventional
7926,2017-05-28,1.19,729001.29,2017,Seattle,conventional
7927,2017-05-21,1.25,628075.85,2017,Seattle,conventional
7928,2017-05-14,1.09,760302.75,2017,Seattle,conventional
7929,2017-05-07,1.0,962478.04,2017,Seattle,conventional
7930,2017-04-30,0.92,906413.45,2017,Seattle,conventional
7931,2017-04-23,1.11,653100.77,2017,Seattle,conventional
7932,2017-04-16,1.09,682386.6,2017,Seattle,conventional
7933,2017-04-09,0.96,838359.35,2017,Seattle,conventional
7934,2017-04-02,1.18,618377.56,2017,Seattle,conventional
7935,2017-03-26,1.16,608172.61,2017,Seattle,conventional
7936,2017-03-19,1.14,600698.43,2017,Seattle,conventional
7937,2017-03-12,0.91,846864.87,2017,Seattle,conventional
7938,2017-03-05,0.94,803073.94,2017,Seattle,conventional
7939,2017-02-26,0.8,823735.2,2017,Seattle,conventional
7940,2017-02-19,0.87,758887.32,2017,Seattle,conventional
7941,2017-02-12,0.77,750095.92,2017,Seattle,conventional
7942,2017-02-05,0.76,1093144.23,2017,Seattle,conventional
7943,2017-01-29,0.86,838930.98,2017,Seattle,conventional
7944,2017-01-22,0.85,865893.82,2017,Seattle,conventional
7945,2017-01-15,0.93,755537.27,2017,Seattle,conventional
7946,2017-01-08,0.8,938061.93,2017,Seattle,conventional
7947,2017-01-01,0.84,822000.04,2017,Seattle,conventional
7948,2017-12-31,0.99,460716.58,2017,SouthCarolina,conventional
7949,2017-12-24,1.22,294202.67,2017,SouthCarolina,conventional
7950,2017-12-17,1.04,348367.63,2017,SouthCarolina,conventional
7951,2017-12-10,1.02,382563.7,2017,SouthCarolina,conventional
7952,2017-12-03,1.12,349900.0,2017,SouthCarolina,conventional
7953,2017-11-26,1.25,269322.0,2017,SouthCarolina,conventional
7954,2017-11-19,1.23,295766.0,2017,SouthCarolina,conventional
7955,2017-11-12,1.23,340345.0,2017,SouthCarolina,conventional
7956,2017-11-05,1.28,308280.39,2017,SouthCarolina,conventional
7957,2017-10-29,1.32,310343.81,2017,SouthCarolina,conventional
7958,2017-10-22,1.57,275350.6,2017,SouthCarolina,conventional
7959,2017-10-15,1.69,275807.02,2017,SouthCarolina,conventional
7960,2017-10-08,1.56,316112.15,2017,SouthCarolina,conventional
7961,2017-10-01,1.64,296183.33,2017,SouthCarolina,conventional
7962,2017-09-24,1.57,300285.1,2017,SouthCarolina,conventional
7963,2017-09-17,1.46,311277.81,2017,SouthCarolina,conventional
7964,2017-09-10,1.42,286146.89,2017,SouthCarolina,conventional
7965,2017-09-03,1.44,328515.05,2017,SouthCarolina,conventional
7966,2017-08-27,1.41,333689.71,2017,SouthCarolina,conventional
7967,2017-08-20,1.4,348843.91,2017,SouthCarolina,conventional
7968,2017-08-13,1.36,370979.09,2017,SouthCarolina,conventional
7969,2017-08-06,1.37,336237.92,2017,SouthCarolina,conventional
7970,2017-07-30,1.3,359544.03,2017,SouthCarolina,conventional
7971,2017-07-23,1.3,382711.86,2017,SouthCarolina,conventional
7972,2017-07-16,1.28,385644.8,2017,SouthCarolina,conventional
7973,2017-07-09,1.24,380517.93,2017,SouthCarolina,conventional
7974,2017-07-02,1.28,413263.16,2017,SouthCarolina,conventional
7975,2017-06-25,1.17,406520.66,2017,SouthCarolina,conventional
7976,2017-06-18,1.3,356093.51,2017,SouthCarolina,conventional
7977,2017-06-11,1.3,404634.09,2017,SouthCarolina,conventional
7978,2017-06-04,1.33,423186.06,2017,SouthCarolina,conventional
7979,2017-05-28,1.41,393303.27,2017,SouthCarolina,conventional
7980,2017-05-21,1.38,363333.32,2017,SouthCarolina,conventional
7981,2017-05-14,1.34,367894.37,2017,SouthCarolina,conventional
7982,2017-05-07,1.19,531412.4,2017,SouthCarolina,conventional
7983,2017-04-30,1.34,429088.02,2017,SouthCarolina,conventional
7984,2017-04-23,1.36,374054.54,2017,SouthCarolina,conventional
7985,2017-04-16,1.37,368844.67,2017,SouthCarolina,conventional
7986,2017-04-09,1.38,345869.64,2017,SouthCarolina,conventional
7987,2017-04-02,1.38,366510.61,2017,SouthCarolina,conventional
7988,2017-03-26,1.41,343469.43,2017,SouthCarolina,conventional
7989,2017-03-19,1.37,332804.42,2017,SouthCarolina,conventional
7990,2017-03-12,1.4,325834.91,2017,SouthCarolina,conventional
7991,2017-03-05,1.31,326142.89,2017,SouthCarolina,conventional
7992,2017-02-26,1.06,404208.68,2017,SouthCarolina,conventional
7993,2017-02-19,1.14,331446.6,2017,SouthCarolina,conventional
7994,2017-02-12,0.99,395220.24,2017,SouthCarolina,conventional
7995,2017-02-05,0.81,706098.15,2017,SouthCarolina,conventional
7996,2017-01-29,1.11,395411.39,2017,SouthCarolina,conventional
7997,2017-01-22,1.0,451738.89,2017,SouthCarolina,conventional
7998,2017-01-15,1.14,369916.29,2017,SouthCarolina,conventional
7999,2017-01-08,1.15,352660.2,2017,SouthCarolina,conventional
8000,2017-01-01,1.0,402162.87,2017,SouthCarolina,conventional
8001,2017-12-31,0.85,6150665.32,2017,SouthCentral,conventional
8002,2017-12-24,1.0,5140296.84,2017,SouthCentral,conventional
8003,2017-12-17,0.9,4951756.35,2017,SouthCentral,conventional
8004,2017-12-10,0.8,6113749.37,2017,SouthCentral,conventional
8005,2017-12-03,0.84,6037641.0,2017,SouthCentral,conventional
8006,2017-11-26,0.96,4362824.0,2017,SouthCentral,conventional
8007,2017-11-19,0.97,4864335.0,2017,SouthCentral,conventional
8008,2017-11-12,0.95,5627547.0,2017,SouthCentral,conventional
8009,2017-11-05,0.99,5798077.88,2017,SouthCentral,conventional
8010,2017-10-29,1.1,5167419.42,2017,SouthCentral,conventional
8011,2017-10-22,1.15,4919102.69,2017,SouthCentral,conventional
8012,2017-10-15,1.3,4553170.77,2017,SouthCentral,conventional
8013,2017-10-08,1.32,4735152.21,2017,SouthCentral,conventional
8014,2017-10-01,1.34,4488892.01,2017,SouthCentral,conventional
8015,2017-09-24,1.33,4405343.75,2017,SouthCentral,conventional
8016,2017-09-17,1.27,4685091.86,2017,SouthCentral,conventional
8017,2017-09-10,1.22,4926555.69,2017,SouthCentral,conventional
8018,2017-09-03,1.24,4677784.49,2017,SouthCentral,conventional
8019,2017-08-27,1.17,5303260.4,2017,SouthCentral,conventional
8020,2017-08-20,1.06,5412866.59,2017,SouthCentral,conventional
8021,2017-08-13,1.05,6058478.32,2017,SouthCentral,conventional
8022,2017-08-06,1.03,5882728.51,2017,SouthCentral,conventional
8023,2017-07-30,1.06,5548390.24,2017,SouthCentral,conventional
8024,2017-07-23,1.05,5550586.51,2017,SouthCentral,conventional
8025,2017-07-16,1.02,5780893.13,2017,SouthCentral,conventional
8026,2017-07-09,0.86,7194967.49,2017,SouthCentral,conventional
8027,2017-07-02,0.92,6675892.1,2017,SouthCentral,conventional
8028,2017-06-25,0.92,6466429.64,2017,SouthCentral,conventional
8029,2017-06-18,0.89,7417264.07,2017,SouthCentral,conventional
8030,2017-06-11,0.93,6526488.94,2017,SouthCentral,conventional
8031,2017-06-04,0.93,6585882.05,2017,SouthCentral,conventional
8032,2017-05-28,0.96,6549043.84,2017,SouthCentral,conventional
8033,2017-05-21,0.94,6084796.99,2017,SouthCentral,conventional
8034,2017-05-14,0.92,6551804.0,2017,SouthCentral,conventional
8035,2017-05-07,0.85,7922898.43,2017,SouthCentral,conventional
8036,2017-04-30,0.86,7483931.18,2017,SouthCentral,conventional
8037,2017-04-23,0.83,7523061.26,2017,SouthCentral,conventional
8038,2017-04-16,0.88,6949890.75,2017,SouthCentral,conventional
8039,2017-04-09,0.92,6183823.03,2017,SouthCentral,conventional
8040,2017-04-02,0.84,6777539.0,2017,SouthCentral,conventional
8041,2017-03-26,0.93,5805541.99,2017,SouthCentral,conventional
8042,2017-03-19,0.94,5498742.96,2017,SouthCentral,conventional
8043,2017-03-12,0.93,5316530.73,2017,SouthCentral,conventional
8044,2017-03-05,0.87,5637789.74,2017,SouthCentral,conventional
8045,2017-02-26,0.7,6808805.4,2017,SouthCentral,conventional
8046,2017-02-19,0.75,5953222.87,2017,SouthCentral,conventional
8047,2017-02-12,0.68,7043078.06,2017,SouthCentral,conventional
8048,2017-02-05,0.62,9421609.22,2017,SouthCentral,conventional
8049,2017-01-29,0.76,6449698.15,2017,SouthCentral,conventional
8050,2017-01-22,0.74,6207638.5,2017,SouthCentral,conventional
8051,2017-01-15,0.68,7103726.14,2017,SouthCentral,conventional
8052,2017-01-08,0.74,6347964.79,2017,SouthCentral,conventional
8053,2017-01-01,0.64,6687273.64,2017,SouthCentral,conventional
8054,2017-12-31,1.08,4651107.62,2017,Southeast,conventional
8055,2017-12-24,1.31,3077843.09,2017,Southeast,conventional
8056,2017-12-17,1.01,3751927.63,2017,Southeast,conventional
8057,2017-12-10,1.02,4091257.98,2017,Southeast,conventional
8058,2017-12-03,1.21,3452207.0,2017,Southeast,conventional
8059,2017-11-26,1.32,2743409.0,2017,Southeast,conventional
8060,2017-11-19,1.2,3446284.0,2017,Southeast,conventional
8061,2017-11-12,1.28,3422495.0,2017,Southeast,conventional
8062,2017-11-05,1.34,3194059.94,2017,Southeast,conventional
8063,2017-10-29,1.23,3856643.75,2017,Southeast,conventional
8064,2017-10-22,1.54,3133906.68,2017,Southeast,conventional
8065,2017-10-15,1.71,2896732.11,2017,Southeast,conventional
8066,2017-10-08,1.72,3072184.68,2017,Southeast,conventional
8067,2017-10-01,1.82,2755546.6,2017,Southeast,conventional
8068,2017-09-24,1.72,2761067.55,2017,Southeast,conventional
8069,2017-09-17,1.66,2816590.79,2017,Southeast,conventional
8070,2017-09-10,1.61,2707005.49,2017,Southeast,conventional
