AnoCalendario;DataArquivamento;DataAbertura;CodigoRegiao;Regiao;UF;strRazaoSocial;strNomeFantasia;Tipo;NumeroCNPJ;RadicalCNPJ;RazaoSocialRFB;NomeFantasiaRFB;CNAEPrincipal;DescCNAEPrincipal;Atendida;CodigoAssunto;DescricaoAssunto;CodigoProblema;DescricaoProblema;SexoConsumidor;FaixaEtariaConsumidor;CEPConsumidor
2020;2020-02-28 15:15:01.000;2017-06-02 10:00:06.000;05;Centro-oeste;GO;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;CARTÃO PERNAMBUCANAS;1;43180355000112;43180355;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 51 a 60 anos;75500000
2020;2020-12-18 12:44:38.000;2019-10-08 14:52:11.000;05;Centro-oeste;GO;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;CARTÃO PERNAMBUCANAS;1;43180355000112;43180355;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 51 a 60 anos;75500000
2020;2020-08-05 12:04:14.000;2020-03-19 15:41:20.000;05;Centro-oeste;GO;BANCO BRADESCO S/A;BRADESCO;1;60746948000112;60746948;BANCO BRADESCO SA;BRADESCO EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;M;entre 31 a 40 anos;75526427
2020;2020-09-28 09:39:35.000;2020-05-19 10:05:58.000;05;Centro-oeste;GO;BANCO BRADESCO SA;BRADESCO;1;60746948058978;60746948;BANCO BRADESCO SA;BRADESCO AG. ITUMBIARA EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;76;Outros Contratos;1139;Cobrança indevida.;M;Nao Informada;NULL
2020;2020-09-23 10:05:13.000;2019-11-25 15:09:37.000;05;Centro-oeste;MS;SÃO FRANCISCO SIST. SAÚDE EMP. LTDA;SF SAÚDE;1;1613433000185;01613433;SAO FRANCISCO SISTEMAS DE SAUDE SOCIEDADE EMPRESARIA LIMITADA;;6550200;PLANOS DE SAÚDE;S;199;Convênio de Assistência Médica / Odontológica;5972;Descredenciamento;F;entre 41 a 50 anos;79550000
2020;2020-02-13 10:46:50.000;2019-03-22 15:18:17.000;05;Centro-oeste;GO;ALGAR TELECOM S/A;CBTC TELECOM - ITUMBIARA;1;71208516010307;71208516;COMPANHIA DE TELECOMUNICACOES DO BRASIL CENTRAL;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;F;entre 31 a 40 anos;NULL
2020;2020-12-08 10:22:54.000;2020-07-01 10:24:19.000;05;Centro-oeste;GO;ALGAR TELECOM S/A;CTBC TELECOM - MATRIZ;1;71208516000174;71208516;COMPANHIA DE TELECOMUNICACOES DO BRASIL CENTRAL;CTBC TELECOM;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;N;76;Outros Contratos;2009;Cobrança de honorários advocaticios, despesa de cobrança;F;Nao Informada;75516280
2020;2020-12-09 11:18:05.000;2020-09-03 09:32:20.000;05;Centro-oeste;GO;TELLERINA COM. PRESENTES ARTIGOS P/ DECORAÇÃO S/A;VIVARA / VIVARA.COM.BR (CIP ELETRÔNICA);1;84453844000188;84453844;TELLERINA COMERCIO DE PRESENTES E ARTIGOS PARA DECORACAO S.A.;VIVARA;3211602;FABRICAÇÃO DE ARTEFATOS DE JOALHERIA E OURIVESARIA;S;90;Acessório Para Vestuário ( Bolsa, Cinto, Chapéu, guarda-chuva, Jóia, Bijuteria, Luva, Etc. );2617;Não entrega/demora na entrega do produto;M;entre 31 a 40 anos;74635055
2020;2020-12-09 11:21:39.000;2020-04-17 09:52:36.000;05;Centro-oeste;GO;NU PAGAMENTOS S/A;NU BANK / NUBANK;1;18236120000158;18236120;EO2 SOLUCOES DE PAGAMENTO S.A.;;8299799;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE;S;276;Agências e Operadoras de viagens (pacotes turísticos);5760;Contrato - Rescisão/alteração unilateral;F;entre 21 a 30 anos;74580340
2020;2020-05-21 10:20:54.000;2016-08-19 17:32:11.000;05;Centro-oeste;GO;BANCO DO BRASIL S/A.;AGENCIA 1705-1;1;159204;00000000;BANCO DO BRASIL SA;CALDAS NOVAS;6421200;BANCOS COMERCIAIS;N;53;Banco comercial;6888;Fila em Banco;N;Nao Informada;75682000
2020;2020-05-21 11:30:43.000;2016-11-08 08:09:31.000;05;Centro-oeste;GO;BANCO DO BRASIL S/A.;AGENCIA 1705-1;1;159204;00000000;BANCO DO BRASIL SA;CALDAS NOVAS;6421200;BANCOS COMERCIAIS;N;53;Banco comercial;6888;Fila em Banco;N;Nao Informada;75682000
2020;2020-05-21 09:40:23.000;2016-11-30 12:46:24.000;05;Centro-oeste;GO;BANCO DO BRASIL S/A.;AGENCIA 1705-1;1;159204;00000000;BANCO DO BRASIL SA;CALDAS NOVAS;6421200;BANCOS COMERCIAIS;N;53;Banco comercial;6888;Fila em Banco;N;Nao Informada;75682000
2020;2020-08-05 12:23:07.000;2020-06-04 12:01:46.000;05;Centro-oeste;GO;PIC PAY SERVIÇOS S.A;PICPAY;1;22896431000110;22896431;NULL;NULL;NULL;NULL;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 21 a 30 anos;75524710
2020;2020-08-26 09:01:52.000;2019-08-20 13:51:38.000;05;Centro-oeste;GO;NETFLIX ENTRETENIMENTO BRASIL LTDA;NULL;1;13590585000199;13590585;NETFLIX ENTRETENIMENTO BRASIL LTDA.;;6319400;PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 31 a 40 anos;NULL
2020;2020-02-17 11:54:45.000;2020-01-16 13:35:42.000;05;Centro-oeste;MS;LOJAS RIACHUELO;RIACHUELO;1;33200056015928;33200056;LOJAS RIACHUELO SA;LOJAS RIACHUELO;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;S;132;Vestuário ( Calçado / Roupa );2910;Venda enganosa;F;entre 41 a 50 anos;79260000
2020;2020-03-12 11:31:48.000;2020-02-04 08:50:10.000;05;Centro-oeste;MS;ENEM BRASIL COMÉRCIO DE MATERIAIS DIDÁTICOS EIRELI;GRUPO CULTURAL;1;12597006000177;12597006;CULTURAL BRASIL COMERCIO DE MATERIAIS DIDATICOSLTDA;GRUPO CULTURAL EXPOENTE;4761001;COMÉRCIO VAREJISTA DE LIVROS;N;106;Artigo de Leitura ( Formal, Jornal, Revista, Folheto, Livros, Etc. );3509;Procedimento de cobrança violenta/difamatória;F;entre 41 a 50 anos;79260000
2020;2020-03-12 15:40:59.000;2019-12-03 08:46:31.000;03;Sudeste;SP;PASSARELA MODAS LTDA;PASSARELA;1;45512555000401;45512555;PASSARELA MODAS LTDA;;4782201;COMÉRCIO VAREJISTA DE CALÇADOS;S;132;Vestuário ( Calçado / Roupa );2533;Produto com vício;F;entre 31 a 40 anos;13216572
2020;2020-04-22 11:32:26.000;2019-11-11 10:49:14.000;05;Centro-oeste;MS;OI S.A.;OI;1;76535764000143;76535764;OI S.A.;OI;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;186;Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação );3624;Vicio de qualidade (mal executado, inadequado, impróprio);F;entre 21 a 30 anos;79333030
2020;2020-12-03 14:34:26.000;2019-12-27 10:03:12.000;03;Sudeste;SP;ASSOCIACAO UNIFICADA PAULISTA DE ENSINO RENOVADO OBJETIVO-ASSUPERO;UNIP;1;6099229000101;06099229;ASSOCIACAO UNIFICADA PAULISTA DE ENSINO RENOVADO OBJETIVO-ASSUPERO;;8531700;EDUCAÇÃO SUPERIOR - GRADUAÇÃO;N;233;Escola ( Pré, 1º, 2º Graus e Superior );NULL;NULL;F;até 20 anos;13212590
2020;2020-11-26 14:20:38.000;2019-12-30 09:20:31.000;03;Sudeste;SP;SAO FRANCISCO SISTEMAS DE SAUDE SOC EMPRES LTDA;SAO FRANCISCO SISTEMAS DE SAUDE SOC EMPRES LTDA;1;1613433000185;01613433;SAO FRANCISCO SISTEMAS DE SAUDE SOCIEDADE EMPRESARIA LIMITADA;;6550200;PLANOS DE SAÚDE;N;199;Convênio de Assistência Médica / Odontológica;4848;Não cumprimento à oferta;M;entre 51 a 60 anos;15053670
2020;2020-11-26 14:25:18.000;2019-12-11 09:44:00.000;03;Sudeste;SP;MAGAZINE LUIZA S/A;MAGAZINE LUIZA (MATRIZ);1;47960950000121;47960950;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;N;76;Outros Contratos;1139;Cobrança indevida.;M;mais de 70 anos;15050380
2020;2020-11-27 14:48:49.000;2020-02-04 13:41:14.000;03;Sudeste;SP;LUIZASEG SEGUROS SA;LUIZASEG SEGUROS SA;1;7746953000142;07746953;LUIZASEG SEGUROS S.A.;;6512000;SEGUROS NÃO-VIDA;S;94;Geladeira e Freezer;2495;Produto com vício;F;entre 61 a 70 anos;15045350
2020;2020-12-15 08:36:29.000;2020-02-19 12:16:24.000;04;Sul;PR;BANCO SANTANDER BRASIL S/A - AOP;GRUPO SANTANDER - (CIP ELETRONICA);1;90400888000142;90400888;BANCO SANTANDER (BRASIL) S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;53;Banco comercial;1383;Não entrega de quitação/retenção de documentos;M;entre 51 a 60 anos;84030520
2020;2020-11-27 14:36:02.000;2020-01-20 09:09:50.000;03;Sudeste;SP;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;PERNAMBUCANAS;1;43180355000112;43180355;PERNAMBUCANAS FINANCIADORA S/A CRED FIN E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;S;76;Outros Contratos;1139;Cobrança indevida.;M;entre 51 a 60 anos;15054667
2020;2020-12-09 10:37:44.000;2018-04-17 11:01:04.000;05;Centro-oeste;GO;BANCO SANTANDER (BRASIL) S.A.;SANTANDER MATRIZ - CIP ELETRÔNICA;1;90400888085547;90400888;BANCO SANTANDER (BRASIL) S.A.;SANTANA-SP-SP;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;54;Cartão de Crédito;6809;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;entre 21 a 30 anos;75690000
2020;2020-12-09 14:40:49.000;2018-05-03 15:24:30.000;05;Centro-oeste;GO;NG30 EMPREENDIMENTOS IMOBILIARIOS LTDA;********;1;19389454000124;19389454;NULL;NULL;NULL;NULL;N;76;Outros Contratos;6831;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;até 20 anos;75670000
2020;2020-02-13 10:28:41.000;2019-03-29 15:59:23.000;03;Sudeste;SP;CAIXA SEGUROS S.A;NULL;1;34020354000110;34020354;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;6512000;SEGUROS NÃO-VIDA;S;69;Outros Seguros;1132;Cobrança indevida.;F;entre 41 a 50 anos;14850000
2020;2020-02-13 10:28:41.000;2019-09-06 09:09:14.000;03;Sudeste;SP;CAIXA SEGUROS S.A;NULL;1;34020354000110;34020354;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;6512000;SEGUROS NÃO-VIDA;S;69;Outros Seguros;1132;Cobrança indevida.;F;entre 21 a 30 anos;NULL
2020;2020-02-13 10:29:00.000;2019-09-20 11:01:55.000;03;Sudeste;SP;CAIXA SEGUROS S.A;NULL;1;34020354000110;34020354;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;6512000;SEGUROS NÃO-VIDA;S;69;Outros Seguros;1132;Cobrança indevida.;F;entre 51 a 60 anos;14850000
2020;2020-02-13 10:28:41.000;2019-09-20 10:53:48.000;03;Sudeste;SP;CAIXA SEGUROS S.A;NULL;1;34020354000110;34020354;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;6512000;SEGUROS NÃO-VIDA;S;69;Outros Seguros;1132;Cobrança indevida.;F;entre 31 a 40 anos;14850000
2020;2020-02-13 10:28:41.000;2019-09-19 15:05:04.000;03;Sudeste;SP;CAIXA SEGUROS S.A;NULL;1;34020354000110;34020354;CAIXA SEGURADORA S/A;CAIXA SEGURADORA;6512000;SEGUROS NÃO-VIDA;S;69;Outros Seguros;1132;Cobrança indevida.;F;entre 31 a 40 anos;14850000
2020;2020-08-19 15:43:48.000;2020-02-10 15:27:48.000;04;Sul;SC;PANAMERICANO PRESTADORA DE SERVICOS LTDA;BANCO PANAMERICANO;1;59285411000113;59285411;BANCO PANAMERICANO SA;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;63;Financeira;1099;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);M;mais de 70 anos;88385000
2020;2020-03-12 15:41:42.000;2020-01-09 09:12:35.000;03;Sudeste;SP;SERRALHERIA CAMBRAINHA;SERRALHERIA CAMBRAINHA;1;NULL;NULL;NULL;NULL;NULL;NULL;N;255;Serviços de Serralheria ( Portão, Grades, Janelas, Etc. );5021;Serviço não concluído /Fornecimento parcial;M;entre 31 a 40 anos;13202610
2020;2020-12-03 14:32:24.000;2020-01-22 13:27:25.000;03;Sudeste;SP;VIA VAREJO S/A;CNOVA / VIA VAREJO;1;33041260065290;33041260;VIA VAREJO S/A;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;S;94;Geladeira e Freezer;2558;Produto entregue diferente do pedido;M;entre 21 a 30 anos;13219070
2020;2020-03-12 15:41:27.000;2020-01-06 09:02:44.000;03;Sudeste;SP;TELEFONICA BRASIL S/A;VIVO/TELEFÔNICA;1;2558157000162;02558157;TELEFONICA BRASIL S.A.;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;N;53;Banco comercial;1116;Cobrança indevida.;F;entre 41 a 50 anos;13219312
2020;2020-12-03 14:34:18.000;2020-01-07 13:17:07.000;03;Sudeste;SP;VIA VAREJO S/A;CNOVA / VIA VAREJO;1;33041260065290;33041260;VIA VAREJO S/A;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;N;91;Artigo de audiovisual ( Fita Cassete, Disco, Fita de Vídeo, CD );2555;Produto entregue diferente do pedido;M;entre 41 a 50 anos;13216232
2020;2020-12-03 14:32:13.000;2020-01-20 16:43:36.000;03;Sudeste;SP;VIA VAREJO S/A;CNOVA / VIA VAREJO;1;33041260065290;33041260;VIA VAREJO S/A;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;N;93;Fogão e Microondas;2494;Produto com vício;M;entre 21 a 30 anos;13211771
2020;2020-01-08 14:27:07.000;2019-10-30 15:08:18.000;03;Sudeste;SP;TELEFONICA BRASIL S/A;VIVO/TELEFÔNICA;1;2558157000162;02558157;TELEFONICA BRASIL S.A.;;6110801;SERVIÇOS DE TELEFONIA FIXA COMUTADA - STFC;S;187;Telefonia Celular;3746;Cobrança indevida/abusiva;M;entre 41 a 50 anos;13208060
2020;2020-12-03 14:31:57.000;2020-01-10 08:37:18.000;03;Sudeste;SP;ANHANGUERA EDUCACIONAL LTDA;FACULDADES ANHANGUERA;1;5808792000149;05808792;ANHANGUERA EDUCACIONAL LTDA;;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;N;233;Escola ( Pré, 1º, 2º Graus e Superior );5366;Cobrança indevida/abusiva;M;entre 41 a 50 anos;13208690
2020;2020-12-03 14:32:29.000;2020-01-27 13:52:00.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3766;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;M;entre 31 a 40 anos;13219323
2020;2020-12-03 14:33:05.000;2020-02-14 14:47:40.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;N;185;Energia Elétrica;3744;Cobrança indevida/abusiva;M;entre 61 a 70 anos;13215042
2020;2020-12-03 14:34:31.000;2019-12-26 13:05:00.000;03;Sudeste;SP;ANDRETA MOTORS LTDA;FORD;1;5332231000469;05332231;NULL;NULL;NULL;NULL;N;101;Telefone ( Convencional, Celular, Interfone, Etc. );2502;Produto com vício;M;entre 31 a 40 anos;13216649
2020;2020-03-11 14:34:04.000;2020-01-17 11:32:12.000;03;Sudeste;SP;HENDRIX CANHO 22291196804;HC TURISMO;1;28260330000135;28260330;NULL;NULL;NULL;NULL;S;276;Agências e Operadoras de viagens (pacotes turísticos);5760;Contrato - Rescisão/alteração unilateral;M;entre 21 a 30 anos;17013600
2020;2020-11-27 11:26:08.000;2019-11-07 12:10:04.000;03;Sudeste;SP;ASSOCIACAO NACIONAL DE APOSENTADOS E PENSIONISTAS;ANAPPS;1;10804925000149;10804925;ASSOCIACAO NACIONAL DE APOSENTADOS E PENSIONISTAS DA PREVIDENCIA SOCIAL-ANAPPS;ANAPPS;9430800;ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS;N;69;Outros Seguros;1132;Cobrança indevida.;M;entre 61 a 70 anos;15025020
2020;2020-05-29 12:45:20.000;2020-03-16 09:38:53.000;05;Centro-oeste;MT;A & S PASQUALOTTO LTDA;SUPERMERCADO PASCUALOTTO;1;34834286000122;34834286;NULL;NULL;NULL;NULL;S;219;Produto de Higiene ( Absorvente / Fralda / Lenço de Papel Umedecidos / Papel Higiênico Perfumado / Sabonete / Shampoo / Condicionador / Creme e Escova Dental /;4433;Preço do produto/serviço;M;Nao Informada;78455000
2020;2020-02-13 10:29:13.000;2019-11-14 10:21:26.000;03;Sudeste;SP;PAG S.A MEIOS DE PAGAMENTO;NULL;1;4533779000161;04533779;AVISTA S/A ADMINISTRADORA DE CARTOES DE CREDITO;;6613400;ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO;N;76;Outros Contratos;1139;Cobrança indevida.;F;entre 61 a 70 anos;14850000
2020;2020-10-27 09:47:30.000;2018-04-23 15:09:27.000;05;Centro-oeste;MT;BANCO DO BRASIL S/A;BANCO DO BRASIL SA;1;349674;00000000;BANCO DO BRASIL SA;;6421200;BANCOS COMERCIAIS;S;76;Outros Contratos;1139;Cobrança indevida.;F;entre 51 a 60 anos;78850000
2020;2020-10-07 08:35:45.000;2015-06-08 15:21:15.000;05;Centro-oeste;MT;BANCO DO BRASIL SA;BANCO DO BRASIL;1;134392;00000000;BANCO DO BRASIL SA;;6421200;BANCOS COMERCIAIS;N;76;Outros Contratos;1139;Cobrança indevida.;F;entre 21 a 30 anos;78553589
2020;2020-03-16 15:22:08.000;2018-01-04 15:58:47.000;05;Centro-oeste;MT;IUNI EDUCACIONAL - UNIC RONDONOPOLIS FLORIANO PEIXOTO LTDA.;UNIC RONDONOPOLIS FLORIANO PEIXOTO;1;NULL;NULL;IUNI EDUCACIONAL - UNIC RONDONOPOLIS FLORIANO PEIXOTO LTDA.;UNIC RONDONOPOLIS FLORIANO PEIXOTO;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;S;233;Escola ( Pré, 1º, 2º Graus e Superior );5366;Cobrança indevida/abusiva;M;entre 31 a 40 anos;78820000
2020;2020-05-21 10:23:52.000;2016-01-27 17:01:22.000;05;Centro-oeste;GO;BANCO DO BRASIL S/A.;AGENCIA 1705-1;1;159204;00000000;BANCO DO BRASIL SA;CALDAS NOVAS;6421200;BANCOS COMERCIAIS;N;53;Banco comercial;6888;Fila em Banco;N;Nao Informada;75682000
2020;2020-05-21 10:22:02.000;2016-08-31 16:15:27.000;05;Centro-oeste;GO;BANCO DO BRASIL S/A.;AGENCIA 1705-1;1;159204;00000000;BANCO DO BRASIL SA;CALDAS NOVAS;6421200;BANCOS COMERCIAIS;N;53;Banco comercial;6888;Fila em Banco;N;Nao Informada;75682000
2020;2020-12-14 16:19:43.000;2019-12-16 11:57:31.000;05;Centro-oeste;GO;MAGAZINE X COMERCIO ELETRONICO DE DEPARTAMENTOS LT;MAGAZINE X;1;12591307000193;12591307;MAGAZINE X COMERCIO ELETRONICO DE DEPARTAMENTOS LTDA - ME;MAGAZINE X;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;S;143;Luminárias/lâmpadas;3173;Desistência de compra (cancelamento de compra);M;entre 31 a 40 anos;75680564
2020;2020-12-03 14:32:44.000;2020-02-07 10:21:46.000;03;Sudeste;SP;HELP LOJA DE CRÉDITOS;RP SERVIÇOS DE INFORMAÇÕES CADASTRAIS LTDA;1;7677411003857;07677411;NULL;NULL;NULL;NULL;S;63;Financeira;1126;Cobrança indevida.;F;mais de 70 anos;13214709
2020;2020-07-29 10:09:30.000;2020-06-22 09:20:49.000;04;Sul;SC;UNIASSELVI - SOCIEDADE DE PÓS - GRADUAÇÃO;NULL;1;10601146000146;10601146;UNIASSELVI - SOCIEDADE DE POS - GRADUACAO LTDA;UNIASSELVI - SOCIEDADE DE POS - GRADUACAO;8533300;EDUCAÇÃO SUPERIOR - PÓS-GRADUAÇÃO E EXTENSÃO;S;233;Escola ( Pré, 1º, 2º Graus e Superior );5325;Garantia - Descumprimento, prazo;F;Nao Informada;89870000
2020;2020-08-04 09:52:28.000;2020-06-30 07:35:36.000;04;Sul;SC;LUIZASEG SEGUROS S.A.;LUIZASEG SEGUROS;1;7746953000142;07746953;LUIZASEG SEGUROS S.A.;;6512000;SEGUROS NÃO-VIDA;S;92;Máquina de Lavar Roupa / Louça e Secadora;2493;Produto com vício;M;Nao Informada;89870000
2020;2020-12-29 08:34:31.000;2020-11-24 11:09:21.000;03;Sudeste;SP;BANCO OLÉ BONSUCESSO CONSIGNADO S.A.;OLE CONSIGNADO;1;71371686000175;71371686;BANCO OLE BONSUCESSO CONSIGNADO S.A.;OLE CONSIGNADO;6612602;DISTRIBUIDORAS DE TÍTULOS E VALORES MOBILIÁRIOS;N;53;Banco comercial;1062;Envio de produto ou serviço sem previa solicitação;M;entre 61 a 70 anos;13212117
2020;2020-12-03 14:30:47.000;2019-11-19 10:38:03.000;03;Sudeste;SP;BANCO BRADESCO S/A;BANCO BRADESCO;1;60746948000112;60746948;BANCO BRADESCO SA;BRADESCO EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;54;Cartão de Crédito;1223;Calculo de prestação em atraso;F;entre 41 a 50 anos;13218780
2020;2020-03-12 15:41:27.000;2020-01-02 15:53:46.000;03;Sudeste;SP;SUPERTEC ASSISTENCIA TECNICA EM EQUIPAMENTOS DE IN;SUPERTEC;1;24892897000173;24892897;NULL;NULL;NULL;NULL;N;249;Assistência Técnica;4933;Vicio de qualidade (mal executado, inadequado, impróprio);M;entre 41 a 50 anos;13214366
2020;2020-03-12 15:41:07.000;2019-12-06 10:38:23.000;03;Sudeste;SP;HELP LOJA DE CRÉDITOS;RP SERVIÇOS DE INFORMAÇÕES CADASTRAIS LTDA;1;7677411003857;07677411;NULL;NULL;NULL;NULL;N;53;Banco comercial;1116;Cobrança indevida.;F;entre 61 a 70 anos;13218782
2020;2020-12-03 14:33:05.000;2020-02-17 15:09:47.000;03;Sudeste;SP;BANCO SANTANDER (BRASIL) S/A;ABN/SANTANDER/REAL/BANESPA;1;90400888000142;90400888;BANCO SANTANDER (BRASIL) S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;76;Outros Contratos;1139;Cobrança indevida.;F;mais de 70 anos;13201400
2020;2020-12-03 14:33:52.000;2020-03-12 12:34:14.000;03;Sudeste;SP;FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS;F.M.U;1;63063689000113;63063689;FACULDADES METROPOLITANAS UNIDAS ASSOCIACAO EDUCACIONAL;F.M.U.;8531700;EDUCAÇÃO SUPERIOR - GRADUAÇÃO;S;233;Escola ( Pré, 1º, 2º Graus e Superior );5366;Cobrança indevida/abusiva;F;até 20 anos;13216013
2020;2020-12-29 08:34:20.000;2020-11-13 10:10:03.000;03;Sudeste;SP;BANCO BRADESCO S/A;BANCO BRADESCO;1;60746948000112;60746948;BANCO BRADESCO SA;BRADESCO EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;63;Financeira;1126;Cobrança indevida.;M;entre 61 a 70 anos;13214730
2020;2020-11-27 13:43:33.000;2020-01-14 10:22:01.000;03;Sudeste;SP;PAGSEGURO INTERNET S.A;PAGSEGURO.COM.BR;1;8561701000101;08561701;PAGSEGURO INTERNET LTDA;;6190601;PROVEDORES DE ACESSO ÀS REDES DE COMUNICAÇÕES;S;53;Banco comercial;6109;Transação Eletrônica Não Reconhecida;M;entre 21 a 30 anos;15046640
2020;2020-03-11 14:34:04.000;2020-01-17 09:13:41.000;03;Sudeste;SP;MAGAZINE LUIZA S/A;MAGAZINELUIZA.COM;1;47960950000121;47960950;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;N;94;Geladeira e Freezer;2558;Produto entregue diferente do pedido;F;entre 41 a 50 anos;17047090
2020;2020-12-03 14:32:33.000;2020-01-29 08:27:27.000;03;Sudeste;SP;BANCO SANTANDER (BRASIL) S/A;ABN/SANTANDER/REAL/BANESPA;1;90400888000142;90400888;BANCO SANTANDER (BRASIL) S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;76;Outros Contratos;1112;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);M;entre 61 a 70 anos;13215170
2020;2020-12-03 14:33:52.000;2020-03-12 12:37:49.000;03;Sudeste;SP;FACULDADES METROPOLITANAS UNIDAS EDUCACIONAIS;F.M.U;1;63063689000113;63063689;FACULDADES METROPOLITANAS UNIDAS ASSOCIACAO EDUCACIONAL;F.M.U.;8531700;EDUCAÇÃO SUPERIOR - GRADUAÇÃO;N;233;Escola ( Pré, 1º, 2º Graus e Superior );5366;Cobrança indevida/abusiva;F;até 20 anos;13216013
2020;2020-12-03 14:33:55.000;2020-09-30 17:03:25.000;03;Sudeste;SP;BANCO SANTANDER (BRASIL) S/A;ABN/SANTANDER/REAL/BANESPA;1;90400888000142;90400888;BANCO SANTANDER (BRASIL) S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;53;Banco comercial;1089;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);F;entre 21 a 30 anos;13219070
